id,carat,cut,color,clarity,depth,table,x,y,z,cut_encoded,color_encoded,clarity_encoded
8187,0.71,Ideal,E,VVS1,61.9,55.0,5.73,5.77,3.56,4,6,6
8188,0.72,Premium,I,IF,63.0,57.0,5.72,5.7,3.6,1,1,7
8189,0.51,Good,E,SI1,63.3,59.0,5.05,5.09,3.21,2,6,2
8190,0.32,Very Good,H,SI2,63.2,55.0,4.36,4.34,2.75,3,2,0
8191,1.18,Very Good,G,SI1,60.8,58.0,6.81,6.85,4.15,3,3,2
8192,0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,4,2,4
8193,0.71,Ideal,J,VS2,62.4,54.0,5.72,5.76,3.58,4,0,3
8194,1.05,Very Good,H,VS2,63.2,58.0,6.46,6.39,4.06,3,2,3
8195,1.26,Ideal,J,SI2,62.5,53.0,6.86,6.9,4.3,4,0,0
8196,1.01,Premium,H,SI2,61.9,61.0,6.34,6.29,3.91,1,2,0
8197,1.2,Very Good,I,VS2,60.5,60.0,6.86,6.93,4.17,3,1,3
8198,1.27,Premium,I,VS1,62.2,59.0,6.87,6.92,4.29,1,1,4
8199,0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,3,0,6
8200,0.93,Very Good,I,VS1,62.5,58.0,6.2,6.25,3.89,3,1,4
8201,0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,2,4,1
8202,0.35,Ideal,I,VS2,62.5,57.0,4.53,4.5,2.82,4,1,3
8203,0.41,Premium,G,VVS2,61.4,58.0,4.75,4.8,2.93,1,3,5
8204,0.73,Ideal,D,VS2,61.4,56.0,5.81,5.78,3.56,4,5,3
8205,0.27,Premium,D,VVS2,62.2,59.0,4.12,4.08,2.55,1,5,5
8206,0.85,Very Good,F,VS1,62.0,55.0,6.08,6.14,3.78,3,4,4
8207,0.71,Good,E,SI1,65.9,57.0,5.51,5.57,3.65,2,6,2
8208,0.51,Good,E,VS2,63.8,57.0,5.07,5.05,3.23,2,6,3
8209,0.57,Ideal,E,SI1,61.8,57.0,5.28,5.33,3.28,4,6,2
8210,0.53,Ideal,G,VVS2,61.7,56.0,5.23,5.2,3.22,4,3,5
8211,1.31,Premium,G,VS1,61.5,59.0,7.06,7.0,4.32,1,3,4
8212,0.4,Ideal,D,SI2,62.0,55.0,4.71,4.77,2.94,4,5,0
8213,0.4,Premium,G,VS1,60.0,57.0,4.83,4.74,2.87,1,3,4
8214,0.32,Fair,F,VS2,59.6,60.0,4.42,4.34,2.61,0,4,3
8215,0.32,Ideal,I,VVS2,61.7,56.0,4.4,4.42,2.72,4,1,5
8216,1.64,Ideal,I,VS2,62.5,56.0,7.58,7.52,4.72,4,1,3
8217,0.51,Good,F,SI1,64.0,57.0,5.06,5.01,3.22,2,4,2
8218,1.7,Premium,H,VVS2,61.4,58.0,7.66,7.62,4.69,1,2,5
8219,1.0,Ideal,F,SI2,61.3,57.0,6.4,6.46,3.94,4,4,0
8220,0.93,Very Good,G,SI1,62.3,58.0,6.2,6.29,3.9,3,3,2
8221,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,1,2,2
8222,0.4,Fair,E,VVS2,57.3,60.0,4.84,4.89,2.79,0,6,5
8223,1.72,Premium,G,VVS2,61.8,60.0,7.65,7.68,4.74,1,3,5
8224,0.74,Ideal,H,VS1,61.8,58.0,5.77,5.81,3.58,4,2,4
8225,1.51,Premium,G,SI2,62.7,57.0,7.33,7.29,4.58,1,3,0
8226,1.67,Premium,I,VS2,61.9,56.0,7.64,7.6,4.72,1,1,3
8227,1.5,Good,F,VS2,64.0,56.0,7.18,7.13,4.64,2,4,3
8228,0.32,Ideal,H,VVS1,62.1,54.0,4.42,4.4,2.74,4,2,6
8229,0.57,Ideal,F,VS2,60.8,57.0,5.34,5.37,3.25,4,4,3
8230,0.38,Very Good,E,VS2,60.4,58.0,4.67,4.7,2.83,3,6,3
8231,0.7,Very Good,E,VS1,61.9,61.0,5.59,5.65,3.48,3,6,4
8232,1.21,Premium,H,SI1,62.5,58.0,6.75,6.72,4.21,1,2,2
8233,0.9,Very Good,F,SI1,62.6,60.0,6.1,6.14,3.83,3,4,2
8234,1.05,Ideal,J,VS2,62.3,56.0,6.55,6.51,4.07,4,0,3
8235,1.0,Premium,F,VS2,62.6,60.0,6.37,6.29,3.96,1,4,3
8236,2.04,Premium,I,SI2,59.8,59.0,8.3,8.23,4.94,1,1,0
8237,0.25,Very Good,D,VVS2,61.1,59.0,4.03,4.05,2.47,3,5,5
8238,1.01,Premium,D,VS1,61.8,54.0,6.44,6.38,3.96,1,5,4
8239,0.7,Premium,F,SI1,62.2,59.0,5.69,5.73,3.55,1,4,2
8240,0.38,Ideal,D,VS1,62.4,56.0,4.68,4.64,2.91,4,5,4
8241,0.41,Premium,G,VS2,60.9,61.0,4.75,4.74,2.89,1,3,3
8242,1.03,Ideal,G,SI2,62.3,59.0,6.44,6.46,4.02,4,3,0
8243,0.95,Ideal,E,VS1,61.5,57.0,6.28,6.3,3.87,4,6,4
8244,0.41,Ideal,I,VS1,61.9,55.0,4.82,4.78,2.97,4,1,4
8245,1.13,Fair,I,VS2,55.9,67.0,7.05,6.94,3.9,0,1,3
8246,0.32,Ideal,H,VS2,62.8,55.0,4.41,4.38,2.76,4,2,3
8247,0.55,Ideal,E,SI1,61.7,57.0,5.27,5.23,3.24,4,6,2
8248,1.51,Premium,G,SI2,60.0,60.0,7.45,7.4,4.48,1,3,0
8249,0.56,Very Good,D,SI1,63.9,56.0,5.2,5.26,3.34,3,5,2
8250,0.3,Ideal,F,VVS1,61.2,55.0,4.33,4.36,2.66,4,4,6
8251,0.39,Premium,E,VS2,61.3,61.0,4.7,4.66,2.87,1,6,3
8252,1.04,Very Good,D,IF,61.3,56.0,6.53,6.55,4.01,3,5,7
8253,0.58,Ideal,F,VVS2,62.2,56.0,5.32,5.36,3.32,4,4,5
8254,1.02,Good,D,SI1,63.5,61.0,6.27,6.35,4.01,2,5,2
8255,0.71,Very Good,F,SI1,61.9,57.0,5.72,5.79,3.56,3,4,2
8256,0.32,Ideal,G,VVS2,61.3,55.0,4.4,4.44,2.71,4,3,5
8257,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,3,4,6
8258,0.41,Ideal,E,VS1,61.6,54.0,4.77,4.8,2.95,4,6,4
8259,1.02,Fair,E,SI1,65.7,58.0,6.23,6.31,4.12,0,6,2
8260,1.2,Very Good,I,SI1,63.1,58.0,6.72,6.66,4.22,3,1,2
8261,1.57,Premium,I,SI2,62.4,58.0,7.41,7.37,4.61,1,1,0
8262,1.2,Premium,I,SI1,60.7,59.0,6.9,6.87,4.18,1,1,2
8263,0.41,Very Good,E,VVS2,62.2,57.0,4.76,4.79,2.97,3,6,5
8264,1.08,Premium,G,VS1,62.7,56.0,6.55,6.52,4.1,1,3,4
8265,0.97,Premium,D,SI1,62.0,60.0,6.29,6.25,3.89,1,5,2
8266,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,4,2,5
8267,0.9,Fair,E,SI2,57.5,68.0,6.37,6.33,3.65,0,6,0
8268,0.32,Good,H,SI1,63.1,58.0,4.33,4.36,2.74,2,2,2
8269,1.2,Very Good,H,SI1,60.8,58.0,6.8,6.85,4.15,3,2,2
8270,0.56,Ideal,H,SI1,62.3,53.0,5.28,5.31,3.3,4,2,2
8271,1.19,Ideal,E,SI2,61.9,56.0,6.8,6.84,4.22,4,6,0
8272,0.63,Ideal,F,VS2,61.2,56.0,5.56,5.51,3.39,4,4,3
8273,1.0,Premium,F,VVS2,61.3,55.0,6.44,6.41,3.94,1,4,5
8274,0.28,Ideal,G,SI1,61.2,54.0,4.22,4.27,2.6,4,3,2
8275,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,4,6,3
8276,0.91,Very Good,G,SI1,62.8,58.0,6.15,6.18,3.87,3,3,2
8277,1.01,Premium,I,VVS1,62.0,59.0,6.39,6.32,3.94,1,1,6
8278,0.3,Ideal,F,VS2,62.3,58.0,4.26,4.23,2.64,4,4,3
8279,1.51,Ideal,G,VS1,60.6,57.0,7.38,7.48,4.5,4,3,4
8280,1.02,Very Good,F,SI2,60.4,60.0,6.49,6.53,3.93,3,4,0
8281,1.51,Premium,H,VS1,61.0,60.0,7.34,7.29,4.46,1,2,4
8282,0.86,Very Good,H,SI1,59.7,59.0,6.14,6.23,3.69,3,2,2
8283,0.5,Premium,F,VS2,62.3,58.0,5.02,5.06,3.14,1,4,3
8284,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,4,1,2
8285,1.21,Premium,J,SI1,62.7,57.0,6.77,6.72,4.23,1,0,2
8286,0.39,Very Good,F,VVS2,61.7,56.0,4.7,4.74,2.91,3,4,5
8287,0.32,Premium,F,VS2,60.6,59.0,4.44,4.4,2.68,1,4,3
8288,0.51,Premium,E,VS2,61.6,58.0,5.18,5.15,3.18,1,6,3
8289,0.31,Ideal,G,VVS2,60.0,58.0,4.38,4.42,2.64,4,3,5
8290,0.41,Premium,H,VVS1,60.4,58.0,4.85,4.79,2.91,1,2,6
8291,0.34,Ideal,G,VS2,62.5,57.0,4.5,4.46,2.8,4,3,3
8292,0.55,Very Good,F,VS2,61.7,56.0,5.25,5.29,3.25,3,4,3
8293,0.82,Ideal,I,VS1,61.3,57.0,6.02,6.07,3.7,4,1,4
8294,0.62,Fair,F,IF,60.1,61.0,5.53,5.56,3.33,0,4,7
8295,0.78,Ideal,J,VS2,62.3,55.0,5.88,5.91,3.67,4,0,3
8296,0.31,Premium,H,VS2,61.3,60.0,4.36,4.32,2.66,1,2,3
8297,0.91,Good,F,SI1,58.0,57.0,6.36,6.47,3.72,2,4,2
8298,1.02,Premium,F,SI1,63.0,58.0,6.4,6.36,4.02,1,4,2
8299,0.34,Very Good,I,SI1,61.8,57.0,4.46,4.51,2.77,3,1,2
8300,1.33,Ideal,G,VVS1,62.2,54.0,7.02,7.06,4.38,4,3,6
8301,1.51,Good,G,VS2,63.3,60.0,7.2,7.28,4.58,2,3,3
8302,1.53,Ideal,F,SI1,61.6,56.0,7.39,7.34,4.54,4,4,2
8303,2.03,Fair,H,I1,66.6,57.0,7.81,7.75,5.19,0,2,1
8304,0.9,Ideal,D,VS2,61.2,56.0,6.2,6.26,3.81,4,5,3
8305,0.52,Ideal,E,VS2,61.9,56.0,5.16,5.12,3.18,4,6,3
8306,1.2,Ideal,H,SI1,61.1,56.0,6.92,6.87,4.21,4,2,2
8307,0.97,Very Good,G,SI2,59.8,58.0,6.38,6.42,3.83,3,3,0
8308,0.33,Very Good,E,SI1,62.7,56.0,4.39,4.45,2.77,3,6,2
8309,0.72,Ideal,J,VS2,61.4,57.0,5.76,5.8,3.55,4,0,3
8310,0.7,Premium,E,VS2,63.0,60.0,5.64,5.6,3.54,1,6,3
8311,0.3,Ideal,G,SI2,61.7,57.0,4.26,4.3,2.64,4,3,0
8312,0.7,Good,I,SI1,63.8,57.0,5.63,5.66,3.6,2,1,2
8313,0.77,Very Good,G,VVS2,62.8,58.0,5.84,5.78,3.65,3,3,5
8314,0.51,Ideal,G,VVS2,62.7,55.0,5.08,5.1,3.19,4,3,5
8315,1.52,Ideal,J,SI1,61.9,57.0,7.33,7.37,4.55,4,0,2
8316,1.21,Premium,H,VS2,59.3,60.0,6.99,6.93,4.13,1,2,3
8317,0.38,Premium,G,SI1,61.4,61.0,4.66,4.62,2.85,1,3,2
8318,0.3,Ideal,F,VS1,62.0,55.0,4.3,4.34,2.68,4,4,4
8319,0.77,Very Good,I,VS1,62.2,59.0,5.83,5.85,3.63,3,1,4
8320,0.71,Very Good,D,SI1,61.7,56.0,5.68,5.8,3.54,3,5,2
8321,0.3,Premium,G,VS1,60.0,60.0,4.33,4.3,2.59,1,3,4
8322,1.2,Fair,I,I1,66.7,57.0,6.57,6.05,4.37,0,1,1
8323,0.4,Premium,H,SI1,62.1,62.0,4.73,4.7,2.93,1,2,2
8324,1.51,Ideal,I,VS2,61.6,57.0,7.34,7.28,4.5,4,1,3
8325,0.46,Ideal,F,SI1,61.6,54.0,4.97,5.0,3.07,4,4,2
8326,1.09,Ideal,I,VS1,61.8,55.0,6.59,6.62,4.08,4,1,4
8327,0.41,Very Good,G,VVS2,62.9,56.0,4.7,4.74,2.97,3,3,5
8328,0.41,Very Good,H,SI1,62.8,56.0,4.72,4.77,2.98,3,2,2
8329,0.97,Premium,H,SI1,61.9,60.0,6.37,6.3,3.92,1,2,2
8330,1.21,Premium,H,SI2,62.7,59.0,6.75,6.78,4.24,1,2,0
8331,0.4,Very Good,G,IF,61.8,58.0,4.69,4.73,2.91,3,3,7
8332,0.72,Premium,I,SI1,60.8,58.0,5.83,5.78,3.53,1,1,2
8333,0.4,Ideal,D,VVS2,62.0,56.0,4.74,4.71,2.93,4,5,5
8334,0.71,Ideal,D,SI1,63.0,55.0,5.64,5.57,3.53,4,5,2
8335,1.06,Very Good,E,SI1,61.4,58.0,6.53,6.62,4.04,3,6,2
8336,1.5,Good,G,SI2,57.5,63.0,7.53,7.49,4.32,2,3,0
8337,0.51,Ideal,D,SI1,61.5,56.0,5.15,5.16,3.17,4,5,2
8338,0.4,Ideal,F,VS2,62.6,54.0,4.73,4.78,2.98,4,4,3
8339,0.41,Ideal,G,SI2,62.1,53.6,4.75,4.79,2.96,4,3,0
8340,0.55,Very Good,G,VS1,62.0,57.0,5.25,5.3,3.27,3,3,4
8341,0.55,Ideal,H,IF,61.7,55.0,5.27,5.29,3.26,4,2,7
8342,1.24,Premium,E,SI2,60.5,62.0,6.97,6.89,4.19,1,6,0
8343,2.48,Very Good,F,SI2,63.4,56.0,8.64,8.55,5.45,3,4,0
8344,1.01,Good,G,SI1,64.2,56.0,6.38,6.26,4.05,2,3,2
8345,1.51,Ideal,J,VS1,61.3,61.0,7.34,7.4,4.52,4,0,4
8346,1.0,Very Good,E,VS2,61.0,59.0,6.41,6.48,3.93,3,6,3
8347,0.9,Ideal,D,SI1,60.7,57.0,6.23,6.16,3.76,4,5,2
8348,1.06,Ideal,F,SI2,62.7,56.0,6.52,6.47,4.07,4,4,0
8349,0.31,Very Good,E,SI1,61.2,58.0,4.34,4.38,2.67,3,6,2
8350,1.01,Very Good,H,SI1,58.5,56.0,6.6,6.69,3.89,3,2,2
8351,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,3,3,5
8352,0.9,Very Good,E,I1,62.4,63.0,6.13,6.01,3.79,3,6,1
8353,1.24,Premium,G,SI2,60.0,60.0,6.94,6.88,4.15,1,3,0
8354,1.09,Ideal,H,SI1,62.4,55.0,6.68,6.59,4.14,4,2,2
8355,0.52,Ideal,E,VS2,62.1,56.0,5.17,5.2,3.22,4,6,3
8356,1.23,Ideal,F,SI2,61.9,56.0,6.89,6.93,4.28,4,4,0
8357,2.02,Very Good,G,SI2,63.1,56.0,8.06,8.02,5.07,3,3,0
8358,1.04,Ideal,F,SI1,62.1,56.0,6.54,6.47,4.04,4,4,2
8359,0.43,Ideal,G,VS1,61.2,57.0,4.88,4.83,2.97,4,3,4
8360,1.15,Ideal,G,SI2,62.4,56.0,6.7,6.74,4.19,4,3,0
8361,1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,4,4,2
8362,1.0,Very Good,H,SI1,62.4,58.0,6.37,6.42,3.99,3,2,2
8363,0.96,Premium,J,SI1,62.9,59.0,6.3,6.22,3.94,1,0,2
8364,0.41,Premium,G,VS2,61.6,58.0,4.78,4.73,2.93,1,3,3
8365,0.37,Very Good,F,VS2,63.3,56.0,4.63,4.56,2.91,3,4,3
8366,0.79,Ideal,I,SI1,61.6,57.0,5.94,6.0,3.68,4,1,2
8367,0.31,Very Good,F,SI1,63.1,57.0,4.31,4.28,2.71,3,4,2
8368,2.24,Ideal,H,SI2,61.4,56.0,8.38,8.43,5.16,4,2,0
8369,0.36,Ideal,G,IF,61.6,55.0,4.59,4.57,2.82,4,3,7
8370,1.23,Premium,J,VVS2,61.2,57.0,6.92,6.86,4.22,1,0,5
8371,0.38,Premium,D,VS1,62.4,59.0,4.63,4.6,2.88,1,5,4
8372,0.32,Premium,G,VS2,61.5,60.0,4.4,4.42,2.71,1,3,3
8373,0.67,Very Good,F,VS2,59.4,59.5,5.7,5.76,3.4,3,4,3
8374,0.3,Ideal,G,VVS2,62.2,57.0,4.25,4.3,2.66,4,3,5
8375,0.71,Very Good,E,SI2,58.4,63.0,5.85,5.8,3.4,3,6,0
8376,0.52,Very Good,G,VS1,62.4,60.0,5.11,5.12,3.19,3,3,4
8377,0.22,Premium,E,VS2,61.6,58.0,3.93,3.89,2.41,1,6,3
8378,1.02,Good,D,SI2,57.7,64.0,6.7,6.62,3.84,2,5,0
8379,1.01,Good,D,SI2,57.6,62.0,6.66,6.56,3.81,2,5,0
8380,0.25,Good,E,VS1,63.3,60.0,3.99,4.04,2.54,2,6,4
8381,0.6,Premium,E,SI1,63.0,60.0,5.44,5.39,3.41,1,6,2
8382,1.0,Good,D,VS1,62.7,62.0,6.21,6.23,3.9,2,5,4
8383,1.04,Ideal,F,VVS2,61.2,57.0,6.5,6.53,3.99,4,4,5
8384,1.07,Ideal,G,VS1,62.1,54.0,6.56,6.59,4.08,4,3,4
8385,1.29,Premium,D,SI1,62.7,55.0,6.96,6.91,4.35,1,5,2
8386,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,1,6,2
8387,0.73,Ideal,F,VVS2,61.9,55.2,5.74,5.79,3.58,4,4,5
8388,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,2,0,4
8389,0.52,Ideal,F,VVS2,60.9,56.0,5.19,5.23,3.17,4,4,5
8390,1.23,Good,J,VS2,63.6,57.0,6.74,6.79,4.3,2,0,3
8391,1.22,Very Good,J,SI1,58.8,61.0,6.94,7.0,4.1,3,0,2
8392,0.78,Ideal,D,SI1,61.9,57.0,5.91,5.86,3.64,4,5,2
8393,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,4,5,5
8394,0.61,Ideal,D,SI1,61.4,56.0,5.46,5.48,3.36,4,5,2
8395,0.35,Ideal,E,VS2,61.5,55.0,4.52,4.56,2.79,4,6,3
8396,0.5,Premium,E,VS2,61.3,59.0,5.1,5.05,3.11,1,6,3
8397,0.3,Ideal,F,VVS2,61.4,56.0,4.32,4.35,2.66,4,4,5
8398,0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,4,2,4
8399,0.4,Premium,G,VS1,62.2,55.0,4.83,4.69,2.96,1,3,4
8400,0.78,Premium,I,VS2,62.7,58.0,5.89,5.82,3.68,1,1,3
8401,0.91,Good,E,SI1,63.7,64.0,6.09,6.03,3.86,2,6,2
8402,0.37,Ideal,F,SI1,62.4,54.0,4.63,4.6,2.88,4,4,2
8403,0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,4,6,3
8404,0.36,Ideal,F,VS1,62.5,57.0,4.53,4.56,2.84,4,4,4
8405,1.29,Good,I,VS2,57.9,61.0,7.16,7.13,4.14,2,1,3
8406,1.5,Ideal,G,VVS2,62.2,55.0,7.33,7.35,4.57,4,3,5
8407,0.9,Ideal,D,VS2,61.5,56.0,6.25,6.2,3.83,4,5,3
8408,0.71,Very Good,E,SI1,63.0,58.0,5.68,5.72,3.59,3,6,2
8409,0.9,Premium,D,SI2,62.9,56.0,6.19,6.09,3.86,1,5,0
8410,2.1,Premium,E,SI2,62.9,59.0,8.18,8.13,5.13,1,6,0
8411,0.74,Very Good,H,SI2,63.1,55.0,5.72,5.78,3.63,3,2,0
8412,1.52,Very Good,G,VS2,63.3,57.0,7.32,7.27,4.62,3,3,3
8413,1.51,Premium,H,VS2,61.2,58.0,7.4,7.36,4.52,1,2,3
8414,1.23,Ideal,I,VVS1,62.1,57.0,6.9,6.83,4.26,4,1,6
8415,1.0,Good,F,VS2,63.2,59.0,6.3,6.35,4.0,2,4,3
8416,0.74,Very Good,E,SI2,63.3,59.0,5.82,5.78,3.67,3,6,0
8417,1.56,Premium,D,SI1,62.6,58.0,7.36,7.44,4.63,1,5,2
8418,2.28,Premium,J,VS1,60.3,58.0,8.58,8.53,5.16,1,0,4
8419,1.5,Very Good,G,VVS2,62.9,56.0,7.22,7.32,4.57,3,3,5
8420,0.97,Ideal,I,I1,61.6,53.0,6.43,6.4,3.95,4,1,1
8421,0.31,Ideal,G,VVS1,62.4,54.0,4.31,4.34,2.7,4,3,6
8422,0.32,Premium,E,VS2,61.2,59.0,4.43,4.4,2.7,1,6,3
8423,1.0,Good,G,VS2,63.3,60.0,6.29,6.37,4.01,2,3,3
8424,0.31,Ideal,H,VVS1,62.2,54.0,4.39,4.36,2.72,4,2,6
8425,1.52,Premium,G,VS2,61.9,56.0,7.39,7.28,4.54,1,3,3
8426,0.71,Very Good,G,VS2,62.3,63.0,5.7,5.64,3.53,3,3,3
8427,0.33,Premium,G,VVS2,59.5,60.0,4.55,4.52,2.7,1,3,5
8428,0.7,Very Good,E,SI2,59.8,58.0,5.74,5.76,3.44,3,6,0
8429,0.31,Ideal,F,VS2,61.9,54.0,4.35,4.38,2.7,4,4,3
8430,0.5,Ideal,F,VVS2,61.6,56.0,5.11,5.08,3.14,4,4,5
8431,1.0,Good,E,SI1,63.1,64.0,6.31,6.25,3.96,2,6,2
8432,1.07,Ideal,E,SI2,62.2,55.0,6.54,6.58,4.08,4,6,0
8433,0.53,Ideal,G,VVS2,60.4,55.0,5.26,5.3,3.19,4,3,5
8434,0.41,Ideal,F,VVS2,62.6,55.0,4.73,4.76,2.97,4,4,5
8435,0.41,Ideal,F,VS2,61.8,56.0,4.8,4.78,2.96,4,4,3
8436,1.87,Premium,I,SI2,60.3,61.0,7.95,7.91,4.78,1,1,0
8437,1.21,Premium,I,SI1,59.3,59.0,6.98,6.95,4.13,1,1,2
8438,0.3,Premium,E,VS1,61.4,59.0,4.32,4.28,2.64,1,6,4
8439,0.9,Premium,G,VS2,61.3,59.0,6.21,6.15,3.79,1,3,3
8440,1.52,Ideal,I,VS1,60.7,60.0,7.4,7.42,4.5,4,1,4
8441,0.53,Very Good,D,SI2,59.3,61.0,5.26,5.29,3.13,3,5,0
8442,0.72,Ideal,E,SI1,62.9,54.0,5.76,5.72,3.61,4,6,2
8443,1.52,Ideal,I,IF,62.2,57.0,7.33,7.27,4.54,4,1,7
8444,0.4,Good,I,VVS1,63.9,56.0,4.64,4.68,2.98,2,1,6
8445,0.9,Good,D,SI2,64.0,59.0,6.04,6.09,3.88,2,5,0
8446,0.79,Good,E,SI1,64.1,54.0,5.86,5.84,3.75,2,6,2
8447,0.71,Very Good,E,VS2,62.4,57.0,5.68,5.73,3.56,3,6,3
8448,0.75,Very Good,F,VS1,57.9,62.0,5.96,6.0,3.46,3,4,4
8449,0.3,Very Good,G,VVS2,63.1,56.0,4.23,4.2,2.66,3,3,5
8450,0.55,Ideal,F,SI2,61.1,56.0,5.29,5.32,3.24,4,4,0
8451,0.82,Premium,G,SI1,61.8,58.0,6.02,5.98,3.71,1,3,2
8452,0.5,Very Good,E,SI1,63.2,57.0,5.06,5.03,3.19,3,6,2
8453,0.7,Ideal,H,VVS2,61.0,56.0,5.75,5.78,3.52,4,2,5
8454,0.25,Ideal,I,VS2,62.0,57.0,4.02,4.06,2.5,4,1,3
8455,1.12,Premium,H,SI2,61.9,58.0,6.66,6.74,4.15,1,2,0
8456,0.57,Ideal,I,VS2,61.6,54.0,5.35,5.4,3.31,4,1,3
8457,1.0,Good,E,VS2,62.4,58.0,6.33,6.4,3.97,2,6,3
8458,0.9,Very Good,I,SI1,63.3,59.0,6.14,6.05,3.86,3,1,2
8459,1.24,Ideal,E,VS2,62.0,57.0,6.87,6.9,4.27,4,6,3
8460,0.71,Premium,G,SI2,62.1,58.0,5.72,5.68,3.54,1,3,0
8461,1.26,Ideal,G,VS1,61.2,57.0,7.03,6.95,4.28,4,3,4
8462,1.58,Very Good,I,SI1,63.1,55.0,7.42,7.45,4.69,3,1,2
8463,0.57,Ideal,D,VS2,61.7,57.0,5.3,5.33,3.28,4,5,3
8464,1.2,Very Good,D,SI2,63.1,57.0,6.68,6.75,4.24,3,5,0
8465,0.41,Ideal,G,VS1,60.8,57.0,4.8,4.84,2.93,4,3,4
8466,0.6,Very Good,G,SI1,63.1,57.0,5.32,5.41,3.39,3,3,2
8467,1.5,Premium,H,VS2,60.0,62.0,7.41,7.38,4.44,1,2,3
8468,1.05,Premium,H,I1,62.0,59.0,6.5,6.47,4.02,1,2,1
8469,0.33,Premium,H,VS1,61.9,58.0,4.45,4.43,2.75,1,2,4
8470,0.57,Ideal,F,SI2,61.9,58.0,5.34,5.32,3.3,4,4,0
8471,0.78,Premium,J,SI2,60.6,58.0,5.94,5.91,3.59,1,0,0
8472,0.9,Very Good,H,SI2,62.9,57.0,6.09,6.16,3.85,3,2,0
8473,0.34,Ideal,G,IF,61.9,54.0,4.5,4.52,2.79,4,3,7
8474,1.0,Good,F,SI1,63.6,62.0,6.24,6.3,3.99,2,4,2
8475,1.02,Good,F,SI2,63.8,53.0,6.46,6.37,4.09,2,4,0
8476,1.5,Very Good,F,SI2,63.1,54.0,7.29,7.26,4.59,3,4,0
8477,1.21,Ideal,G,SI1,62.1,57.0,6.79,6.83,4.23,4,3,2
8478,0.5,Ideal,F,SI2,61.3,58.0,5.1,5.12,3.13,4,4,0
8479,1.05,Ideal,G,VS2,61.9,56.0,6.52,6.56,4.05,4,3,3
8480,1.05,Ideal,I,VS2,60.2,57.0,6.6,6.65,3.99,4,1,3
8481,0.38,Very Good,F,SI2,61.2,57.0,4.67,4.71,2.87,3,4,0
8482,0.77,Ideal,I,VVS2,62.1,55.0,5.85,5.9,3.65,4,1,5
8483,1.0,Good,G,SI2,61.7,63.0,6.36,6.37,3.93,2,3,0
8484,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,4,6,3
8485,0.47,Ideal,G,SI2,61.3,56.0,4.98,5.01,3.06,4,3,0
8486,0.91,Good,G,VS1,63.2,58.0,6.07,6.15,3.86,2,3,4
8487,0.37,Premium,D,SI1,61.9,59.0,4.62,4.65,2.87,1,5,2
8488,0.51,Ideal,F,SI2,62.7,57.0,5.08,5.1,3.19,4,4,0
8489,0.62,Premium,F,SI2,59.1,58.0,5.6,5.57,3.3,1,4,0
8490,1.0,Fair,E,SI1,65.1,61.0,6.15,6.08,3.98,0,6,2
8491,0.32,Premium,J,VS1,61.9,58.0,4.39,4.33,2.7,1,0,4
8492,0.71,Very Good,E,SI1,59.3,55.0,5.83,5.9,3.48,3,6,2
8493,0.55,Ideal,F,SI1,60.2,56.0,5.32,5.37,3.22,4,4,2
8494,1.04,Fair,I,I1,67.3,56.0,6.34,6.23,4.22,0,1,1
8495,0.7,Ideal,E,VS2,62.2,55.0,5.67,5.71,3.54,4,6,3
8496,0.4,Ideal,I,VVS2,62.0,56.0,4.77,4.74,2.95,4,1,5
8497,1.63,Ideal,F,I1,62.0,55.1,7.5,7.57,4.68,4,4,1
8498,0.55,Ideal,G,VVS2,61.2,55.8,5.27,5.33,3.24,4,3,5
8499,0.56,Ideal,I,VVS1,62.0,57.0,5.33,5.29,3.29,4,1,6
8500,1.5,Very Good,F,VS2,61.3,58.0,7.24,7.29,4.45,3,4,3
8501,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,3,5,5
8502,0.64,Good,F,VS2,59.3,60.7,5.59,5.66,3.34,2,4,3
8503,0.93,Premium,F,SI2,61.3,62.0,6.26,6.17,3.81,1,4,0
8504,0.46,Ideal,D,VS2,62.7,57.0,4.93,4.89,3.08,4,5,3
8505,1.51,Fair,F,I1,67.5,56.0,7.17,7.05,4.8,0,4,1
